ELSI Export

National Center for Education Statistics - http://nces.ed.gov/ccd/elsi/

This is a Public School based table with the following filters applied: State(s) (All Years): WEST VIRGINIA

School Name,State Name [Public School] Latest available year,School ID (7-digit) – NCES Assigned [Public School] 2024-25,School ID (7-digit) – NCES Assigned [Public School] 2023-24,School ID (7-digit) – NCES Assigned [Public School] 2022-23,School ID (7-digit) – NCES Assigned [Public School] 2021-22,School ID (7-digit) – NCES Assigned [Public School] 2020-21,School ID (7-digit) – NCES Assigned [Public School] 2019-20,School ID (7-digit) – NCES Assigned [Public School] 2018-19,School ID (7-digit) – NCES Assigned [Public School] 2017-18,School ID (7-digit) – NCES Assigned [Public School] 2016-17,School ID (7-digit) – NCES Assigned [Public School] 2015-16,School ID (7-digit) – NCES Assigned [Public School] 2014-15,School Name [Public School] 2024-25,Agency Name [Public School] 2024-25,County Name [Public School] 2024-25,Start of Year Status [Public School] 2024-25,Start of Year Status [Public School] 2023-24,Start of Year Status [Public School] 2022-23,Start of Year Status [Public School] 2021-22,Start of Year Status [Public School] 2020-21,Start of Year Status [Public School] 2019-20,Start of Year Status [Public School] 2018-19,Start of Year Status [Public School] 2017-18,Start of Year Status [Public School] 2016-17,Start of Year Status [Public School] 2015-16,Start of Year Status [Public School] 2014-15,Updated Status [Public School] 2024-25,Updated Status [Public School] 2023-24,Updated Status [Public School] 2022-23,Updated Status [Public School] 2021-22,Updated Status [Public School] 2020-21,Updated Status [Public School] 2019-20,Updated Status [Public School] 2018-19,Updated Status [Public School] 2017-18,Updated Status [Public School] 2016-17,Updated Status [Public School] 2015-16,Updated Status [Public School] 2014-15,Effective Date of Updated Status [Public School] 2024-25,Effective Date of Updated Status [Public School] 2023-24,Effective Date of Updated Status [Public School] 2022-23,Effective Date of Updated Status [Public School] 2021-22,Effective Date of Updated Status [Public School] 2020-21,Effective Date of Updated Status [Public School] 2019-20,Effective Date of Updated Status [Public School] 2018-19,Effective Date of Updated Status [Public School] 2017-18,Effective Date of Updated Status [Public School] 2016-17,Effective Date of Updated Status [Public School] 2015-16,Effective Date of Updated Status [Public School] 2014-15,Latitude [Public School] 2024-25,Latitude [Public School] 2023-24,Latitude [Public School] 2022-23,Latitude [Public School] 2021-22,Latitude [Public School] 2020-21,Latitude [Public School] 2019-20,Latitude [Public School] 2018-19,Latitude [Public School] 2017-18,Latitude [Public School] 2016-17,Latitude [Public School] 2015-16,Latitude [Public School] 2014-15,Longitude [Public School] 2024-25,Longitude [Public School] 2023-24,Longitude [Public School] 2022-23,Longitude [Public School] 2021-22,Longitude [Public School] 2020-21,Longitude [Public School] 2019-20,Longitude [Public School] 2018-19,Longitude [Public School] 2017-18,Longitude [Public School] 2016-17,Longitude [Public School] 2015-16,Longitude [Public School] 2014-15
FRANKFORT MIDDLE SCHOOL,West Virginia,5400071,5400071,5400071,5400071,5400071,5400071,5400071,5400071,5400071,5400071,5400071,Frankfort Middle School,Mineral County Schools,Mineral County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:15:49 ,39.541077,39.541077,39.541077,39.541077,39.541077,39.541077,39.541077,39.541077,39.541077,39.543389,39.563430,-78.803694,-78.803694,-78.803694,-78.803694,-78.803694,-78.803694,-78.803694,-78.803694,-78.803694,-78.805895,-78.796903
FRANKLIN ELEMENTARY CENTER,West Virginia,5400679,5400679,5400679,5400679,5400679,5400679,5400679,5400679,5400679,5400679,5400679,Franklin Elementary Center,Wood County Schools,Wood County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:18:18 ,39.243641,39.243641,39.243641,39.243641,39.243641,39.243641,39.243641,39.243641,39.243641,39.243265,39.243265,-81.554667,-81.554667,-81.554667,-81.554667,-81.554667,-81.554667,-81.554667,-81.554667,-81.554667,-81.554667,-81.554667
FRANKLIN ELEMENTARY SCHOOL,West Virginia,5400881,5400881,5400881,5400881,5400881,5400881,5400881,5400881,5400881,5400881,5400881,Franklin Elementary School,Pendleton County Schools,Pendleton County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:16:37 ,38.645326,38.645326,38.645326,38.645326,38.645326,38.645326,38.645326,38.645326,38.645445,38.645430,38.651306,-79.327699,-79.327699,-79.327699,-79.327699,-79.327699,-79.327699,-79.327699,-79.327699,-79.328046,-79.329212,-79.327877
FRANKLIN PRIMARY SCHOOL,West Virginia,†,†,†,†,†,†,†,5400081,5400081,5400081,5400081,†,†,†,†,†,†,†,†,†,†,1-Open,1-Open,1-Open,1-Open,†,†,†,†,†,†,†,1-Open,1-Open,1-Open,1-Open,†,†,†,†,†,†,†,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:12:30 ,†,†,†,†,†,†,†,40.272590,40.270977,40.271231,40.271231,†,†,†,†,†,†,†,-80.538189,-80.535417,-80.535788,-80.535788
FRED W EBERLE TECH CENTER,West Virginia,5401423,5401423,5401423,5401423,5401423,5401423,5401423,5401423,5401423,5401423,5401423,Fred W Eberle Tech Center,Upshur County Schools,Upshur County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:17:47 ,39.001593,39.001593,39.001593,39.001593,39.001593,39.001593,39.001593,39.001593,39.001593,39.001593,39.001593,-80.225390,-80.225390,-80.225390,-80.225390,-80.225390,-80.225390,-80.225390,-80.225390,-80.225390,-80.225390,-80.225390
FRENCH CREEK ELEMENTARY,West Virginia,5401080,5401080,5401080,5401080,5401080,5401080,5401080,5401080,5401080,5401080,5401080,French Creek Elementary,Upshur County Schools,Upshur County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:17:43 ,38.890105,38.890105,38.890105,38.890105,38.890105,38.890105,38.890105,38.890105,38.890105,38.851987,38.890013,-80.290918,-80.290918,-80.290918,-80.290918,-80.290918,-80.290918,-80.290918,-80.290918,-80.290918,-80.313968,-80.290952
GARNET CAREER CENTER,WEST VIRGINIA,†,†,5401535,5401535,5401535,5401535,5401535,5401535,5401535,5401535,†,†,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,4-Added,7-Future,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,4-Added,7-Future,†,†,†,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,10/27/16           ,†,†,†,38.351102,38.351102,38.351102,38.351102,38.351102,38.351102,38.351260,†,†,†,†,-81.629930,-81.629930,-81.629930,-81.629930,-81.629930,-81.629930,-81.629941,†,†
GATEWAY ACHIEVEMENT CENTER,West Virginia,5401481,5401481,5401481,5401481,5401481,5401481,5401481,5401481,5401481,5401481,5401481,Gateway Achievement Center,Marshall County Schools,Marshall County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:15:25 ,39.930257,39.930257,39.930257,39.930257,39.930257,39.930257,39.930257,39.930257,39.930580,39.930768,39.930768,-80.736924,-80.736924,-80.736924,-80.736924,-80.736924,-80.736924,-80.736924,-80.736924,-80.736636,-80.735964,-80.735964
GATEWOOD ELEMENTARY,West Virginia,†,†,†,†,†,5400182,5400182,5400182,5400182,5400182,5400182,†,†,†,†,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,†,†,†,†,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:12:58 ,†,†,†,†,†,38.006750,38.006750,38.006750,38.006750,38.006750,38.006790,†,†,†,†,†,-81.065431,-81.065431,-81.065431,-81.065431,-81.065431,-81.065466
GAULEY BRIDGE ELEMENTARY,West Virginia,†,†,†,5400183,5400183,5400183,5400183,5400183,5400183,5400183,5400183,†,†,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,†,†,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:12:59 ,†,†,†,38.167566,38.167566,38.167566,38.167566,38.167566,38.167566,38.167566,38.167114,†,†,†,-81.195908,-81.195908,-81.195908,-81.195908,-81.195908,-81.195908,-81.195908,-81.195561
GAULEY RIVER ELEMENTARY SCHOOL,West Virginia,5401496,5401496,5401496,5401496,5401496,5401496,5401496,5401496,5401496,5401496,5401496,Gauley River Elementary School,Nicholas County Schools,Nicholas County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:16:24 ,38.328335,38.328335,38.328335,38.328335,38.328335,38.328335,38.328335,38.328335,38.328335,38.328938,38.328938,-80.651305,-80.651305,-80.651305,-80.651305,-80.651305,-80.651305,-80.651305,-80.651305,-80.651305,-80.652032,-80.652032
GEARY ELEMENTARY/MIDDLE SCHOOL,West Virginia,5401305,5401305,5401305,5401305,5401305,5401305,5401305,5401305,5401305,5401305,5401305,Geary Elementary/Middle School,Roane County Schools,Roane County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:17:30 ,38.620698,38.620698,38.620698,38.620698,38.620698,38.620698,38.620698,38.620698,38.620322,38.620322,38.620322,-81.241161,-81.241161,-81.241161,-81.241161,-81.241161,-81.241161,-81.241161,-81.241161,-81.241573,-81.241573,-81.241573
GENE SPADARO REGIONAL JUVENILE CENTER,West Virginia,†,†,†,†,5401482,5401482,5401482,5401482,5401482,5401482,5401482,†,†,†,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,†,†,†,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:54 ,†,†,†,†,37.885456,37.885456,37.885456,37.885456,37.885456,37.871388,37.871388,†,†,†,†,-81.166536,-81.166536,-81.166536,-81.166536,-81.166536,-81.210297,-81.210297
GENEVA KENT ELEMENTARY SCHOOL,West Virginia,†,†,†,†,†,†,†,†,†,5400107,5400107,†,†,†,†,†,†,†,†,†,†,†,†,2-Closed,1-Open,†,†,†,†,†,†,†,†,†,2-Closed,1-Open,†,†,†,†,†,†,†,†,†,08/08/16           ,19FEB2015:10:12:36 ,†,†,†,†,†,†,†,†,†,38.403421,38.403421,†,†,†,†,†,†,†,†,†,-82.386373,-82.386373
GENOA ELEMENTARY SCHOOL,West Virginia,5401104,5401104,5401104,5401104,5401104,5401104,5401104,5401104,5401104,5401104,5401104,Genoa Elementary School,Wayne County Schools,Wayne County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:17:51 ,38.127111,38.127111,38.127111,38.127111,38.127111,38.127111,38.127111,38.127111,38.127111,38.112596,38.127075,-82.462669,-82.462669,-82.462669,-82.462669,-82.462669,-82.462669,-82.462669,-82.462669,-82.462669,-82.465498,-82.462631
GEORGE C. WEIMER ELEMENTARY SCHOOL,West Virginia,†,5400398,5400398,5400398,5400398,5400398,5400398,5400398,5400398,5400398,5400398,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:14:34 ,†,38.375396,38.375396,38.375396,38.375396,38.375396,38.375396,38.375396,38.375695,38.375360,38.375360,†,-81.788770,-81.788770,-81.788770,-81.788770,-81.788770,-81.788770,-81.788770,-81.790801,-81.790530,-81.790530
GEORGE WARD ELEMENTARY SCHOOL,West Virginia,5400998,5400998,5400998,5400998,5400998,5400998,5400998,5400998,5400998,5400998,5400998,George Ward Elementary School,Randolph County Schools,Randolph County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:17:22 ,38.729127,38.729127,38.729127,38.729127,38.729127,38.729127,38.729127,38.729127,38.729127,38.729127,38.747982,-79.970440,-79.970440,-79.970440,-79.970440,-79.970440,-79.970440,-79.970440,-79.970440,-79.970440,-79.970440,-79.961800
GEORGE WASHINGTON ELEMENTARY SCHOOL,West Virginia,5400922,5400922,5400922,5400922,5400922,5400922,5400922,5400922,5400922,5400922,5400922,George Washington Elementary School,Putnam County Schools,Putnam County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:16:52 ,38.537274,38.537274,38.537274,38.537274,38.537274,38.537274,38.537274,38.537274,38.537274,38.537274,38.537618,-81.926896,-81.926896,-81.926896,-81.926896,-81.926896,-81.926896,-81.926896,-81.926896,-81.926896,-81.926896,-81.933657
GEORGE WASHINGTON HIGH SCHOOL,West Virginia,5400397,5400397,5400397,5400397,5400397,5400397,5400397,5400397,5400397,5400397,5400397,George Washington High School,Kanawha County Schools,Kanawha County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:14:45 ,38.333621,38.333621,38.333621,38.333621,38.333621,38.333621,38.333621,38.333621,38.333621,38.334404,38.334404,-81.656389,-81.656389,-81.656389,-81.656389,-81.656389,-81.656389,-81.656389,-81.656389,-81.656389,-81.656485,-81.656485
GEORGE WASHINGTON MIDDLE SCHOOL,West Virginia,5400923,5400923,5400923,5400923,5400923,5400923,5400923,5400923,5400923,5400923,5400923,George Washington Middle School,Putnam County Schools,Putnam County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:16:57 ,38.536677,38.536677,38.536677,38.536677,38.536677,38.536677,38.536677,38.536677,38.536677,38.536677,38.536677,-81.925408,-81.925408,-81.925408,-81.925408,-81.925408,-81.925408,-81.925408,-81.925408,-81.925408,-81.925408,-81.925408
GERRARDSTOWN ELEMENTARY SCHOOL,West Virginia,5400017,5400017,5400017,5400017,5400017,5400017,5400017,5400017,5400017,5400017,5400017,Gerrardstown Elementary School,Berkeley County Schools,Berkeley County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:12:00 ,39.371880,39.371880,39.371880,39.371880,39.371880,39.371880,39.371880,39.371880,39.371880,39.371880,39.371880,-78.093991,-78.093991,-78.093991,-78.093991,-78.093991,-78.093991,-78.093991,-78.093991,-78.093991,-78.093991,-78.093991
GHENT ELEMENTARY,West Virginia,5400956,5400956,5400956,5400956,5400956,5400956,5400956,5400956,5400956,5400956,5400956,Ghent Elementary,Raleigh County Schools,Raleigh County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:17:06 ,37.630297,37.630297,37.630297,37.630297,37.630297,37.630297,37.630297,37.630297,37.630297,37.630170,37.629774,-81.108780,-81.108780,-81.108780,-81.108780,-81.108780,-81.108780,-81.108780,-81.108780,-81.108780,-81.108601,-81.108210
GIHON ELEMENTARY SCHOOL,West Virginia,5401152,5401152,5401152,5401152,5401152,5401152,5401152,5401152,5401152,5401152,5401152,Gihon Elementary School,Wood County Schools,Wood County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:18:11 ,39.234182,39.234182,39.234182,39.234182,39.234182,39.234182,39.234182,39.234182,39.234182,39.234713,39.234713,-81.552223,-81.552223,-81.552223,-81.552223,-81.552223,-81.552223,-81.552223,-81.552223,-81.552223,-81.552299,-81.552299
GILBERT ELEMENTARY SCHOOL,West Virginia,†,†,†,†,†,†,†,5401214,5401214,5401214,5401214,†,†,†,†,†,†,†,†,†,†,1-Open,1-Open,1-Open,1-Open,†,†,†,†,†,†,†,1-Open,1-Open,1-Open,1-Open,†,†,†,†,†,†,†,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:15:54 ,†,†,†,†,†,†,†,37.598459,37.617873,37.617873,37.611404,†,†,†,†,†,†,†,-81.873368,-81.881807,-81.881807,-81.863761
GILBERT PK8,West Virginia,5401491,5401491,5401491,5401491,5401491,5401491,5401491,5401491,5401491,5401491,5401491,Gilbert Pk8,Mingo County Schools,Mingo County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:15:57 ,37.636012,37.636012,37.636012,37.636012,37.636012,37.636012,37.636012,37.636012,37.636012,37.611317,37.611317,-81.912381,-81.912381,-81.912381,-81.912381,-81.912381,-81.912381,-81.912381,-81.912381,-81.912381,-81.863489,-81.863489
GILMER COUNTY ELEMENTARY SCHOOL,WEST VIRGINIA,5401521,5401521,5401521,5401521,5401521,5401521,5401521,5401521,5401521,5401521,†,Gilmer County Elementary School,Gilmer County Schools,Gilmer County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,3-New,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,3-New,†,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,03/10/16           ,†,38.935812,38.935812,38.935812,38.935812,38.935812,38.935812,38.935812,38.935812,38.935812,38.938602,†,-80.818677,-80.818677,-80.818677,-80.818677,-80.818677,-80.818677,-80.818677,-80.818677,-80.818677,-80.817260,†
GILMER COUNTY HIGH SCHOOL,West Virginia,5400210,5400210,5400210,5400210,5400210,5400210,5400210,5400210,5400210,5400210,5400210,Gilmer County High School,Gilmer County Schools,Gilmer County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:08 ,38.939032,38.939032,38.939032,38.939032,38.939032,38.939032,38.939032,38.939032,38.939032,38.939010,38.939010,-80.834346,-80.834346,-80.834346,-80.834346,-80.834346,-80.834346,-80.834346,-80.834346,-80.834346,-80.831770,-80.831770
GILMORE ELEMENTARY SCHOOL,West Virginia,5400331,5400331,5400331,5400331,5400331,5400331,5400331,5400331,5400331,5400331,5400331,Gilmore Elementary School,Jackson County Schools,Jackson County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:14:00 ,38.912950,38.912950,38.912950,38.912950,38.912950,38.912950,38.912950,38.912950,38.912950,38.912950,38.912782,-81.659541,-81.659541,-81.659541,-81.659541,-81.659541,-81.659541,-81.659541,-81.659541,-81.659541,-81.659541,-81.659831
GLADE CREEK ELEMENTARY SCHOOL,West Virginia,5400834,5400834,5400834,5400834,5400834,5400834,5400834,5400834,5400834,5400834,5400834,Glade Creek Elementary School,Nicholas County Schools,Nicholas County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:16:23 ,38.319471,38.319471,38.319471,38.319471,38.319471,38.319471,38.319471,38.319471,38.319471,38.319471,38.319471,-80.800026,-80.800026,-80.800026,-80.800026,-80.800026,-80.800026,-80.800026,-80.800026,-80.800026,-80.800026,-80.800026
GLADE ELEMENTARY SCHOOL,West Virginia,5401116,5401116,5401116,5401116,5401116,5401116,5401116,5401116,5401116,5401116,5401116,Glade Elementary School,Webster County Schools,Webster County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:18:00 ,38.407678,38.407678,38.407678,38.407678,38.407678,38.407678,38.407678,38.407678,38.407678,38.407760,38.407760,-80.555150,-80.555150,-80.555150,-80.555150,-80.555150,-80.555150,-80.555150,-80.555150,-80.555150,-80.555245,-80.555245
GLADE MIDDLE SCHOOL,West Virginia,†,†,†,†,†,†,†,†,†,†,5401138,†,†,†,†,†,†,†,†,†,†,†,†,†,2-Closed,†,†,†,†,†,†,†,†,†,†,2-Closed,†,†,†,†,†,†,†,†,†,†,26OCT2015:14:42:03 ,†,†,†,†,†,†,†,†,†,†,38.407980,†,†,†,†,†,†,†,†,†,†,-80.555389
GLEN DALE ELEMENTARY SCHOOL,West Virginia,5400593,5400593,5400593,5400593,5400593,5400593,5400593,5400593,5400593,5400593,5400593,Glen Dale Elementary School,Marshall County Schools,Marshall County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:15:20 ,39.947554,39.947554,39.947554,39.947554,39.947554,39.947554,39.947554,39.947554,39.947554,39.947561,39.947561,-80.752895,-80.752895,-80.752895,-80.752895,-80.752895,-80.752895,-80.752895,-80.752895,-80.752895,-80.753484,-80.753484
